date,latitude,longitude,country,state,state_code,Search_count,location,geo_code,search_term,year,language_code
7/7/2024,-33.8688,151.2093,Australia,New South Wales,NSW,33,Sydney,AU-NSW,Fishing Boat,2024,en
7/14/2024,-33.8688,151.2093,Australia,New South Wales,NSW,26,Sydney,AU-NSW,Fishing Boat,2024,en
7/21/2024,-33.8688,151.2093,Australia,New South Wales,NSW,32,Sydney,AU-NSW,Fishing Boat,2024,en
7/28/2024,-33.8688,151.2093,Australia,New South Wales,NSW,34,Sydney,AU-NSW,Fishing Boat,2024,en
8/4/2024,-33.8688,151.2093,Australia,New South Wales,NSW,32,Sydney,AU-NSW,Fishing Boat,2024,en
8/11/2024,-33.8688,151.2093,Australia,New South Wales,NSW,32,Sydney,AU-NSW,Fishing Boat,2024,en
8/18/2024,-33.8688,151.2093,Australia,New South Wales,NSW,37,Sydney,AU-NSW,Fishing Boat,2024,en
8/25/2024,-33.8688,151.2093,Australia,New South Wales,NSW,40,Sydney,AU-NSW,Fishing Boat,2024,en
9/1/2024,-33.8688,151.2093,Australia,New South Wales,NSW,47,Sydney,AU-NSW,Fishing Boat,2024,en
9/8/2024,-33.8688,151.2093,Australia,New South Wales,NSW,35,Sydney,AU-NSW,Fishing Boat,2024,en
9/15/2024,-33.8688,151.2093,Australia,New South Wales,NSW,40,Sydney,AU-NSW,Fishing Boat,2024,en
9/22/2024,-33.8688,151.2093,Australia,New South Wales,NSW,38,Sydney,AU-NSW,Fishing Boat,2024,en
9/29/2024,-33.8688,151.2093,Australia,New South Wales,NSW,55,Sydney,AU-NSW,Fishing Boat,2024,en
10/6/2024,-33.8688,151.2093,Australia,New South Wales,NSW,47,Sydney,AU-NSW,Fishing Boat,2024,en
10/13/2024,-33.8688,151.2093,Australia,New South Wales,NSW,51,Sydney,AU-NSW,Fishing Boat,2024,en
10/20/2024,-33.8688,151.2093,Australia,New South Wales,NSW,44,Sydney,AU-NSW,Fishing Boat,2024,en
10/27/2024,-33.8688,151.2093,Australia,New South Wales,NSW,50,Sydney,AU-NSW,Fishing Boat,2024,en
11/3/2024,-33.8688,151.2093,Australia,New South Wales,NSW,47,Sydney,AU-NSW,Fishing Boat,2024,en
11/10/2024,-33.8688,151.2093,Australia,New South Wales,NSW,55,Sydney,AU-NSW,Fishing Boat,2024,en
11/17/2024,-33.8688,151.2093,Australia,New South Wales,NSW,41,Sydney,AU-NSW,Fishing Boat,2024,en
11/24/2024,-33.8688,151.2093,Australia,New South Wales,NSW,42,Sydney,AU-NSW,Fishing Boat,2024,en
12/1/2024,-33.8688,151.2093,Australia,New South Wales,NSW,38,Sydney,AU-NSW,Fishing Boat,2024,en
12/8/2024,-33.8688,151.2093,Australia,New South Wales,NSW,47,Sydney,AU-NSW,Fishing Boat,2024,en
12/15/2024,-33.8688,151.2093,Australia,New South Wales,NSW,60,Sydney,AU-NSW,Fishing Boat,2024,en
12/22/2024,-33.8688,151.2093,Australia,New South Wales,NSW,84,Sydney,AU-NSW,Fishing Boat,2024,en
12/29/2024,-33.8688,151.2093,Australia,New South Wales,NSW,95,Sydney,AU-NSW,Fishing Boat,2024,en
1/7/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
1/14/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
1/21/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
1/28/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
2/4/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
2/11/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
2/18/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
2/25/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
3/3/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
3/10/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
3/17/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
3/24/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
3/31/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
4/7/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
4/14/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
4/21/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
4/28/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
5/5/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
5/12/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
5/19/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
5/26/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
6/2/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
6/9/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
6/16/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
6/23/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
6/30/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
7/7/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
7/14/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
7/21/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
7/28/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
8/4/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
8/11/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
8/18/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
8/25/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
9/1/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
9/8/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
9/15/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
9/22/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
9/29/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
10/6/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
10/13/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
10/20/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
10/27/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
11/3/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
11/10/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
11/17/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
11/24/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
12/1/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
12/8/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
12/15/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
12/22/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
12/29/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing Conditions,2024,en
12/31/2023,-33.8688,151.2093,Australia,New South Wales,NSW,39,Sydney,AU-NSW,Fishing License,2024,en
1/7/2024,-33.8688,151.2093,Australia,New South Wales,NSW,36,Sydney,AU-NSW,Fishing License,2024,en
1/14/2024,-33.8688,151.2093,Australia,New South Wales,NSW,18,Sydney,AU-NSW,Fishing License,2024,en
1/21/2024,-33.8688,151.2093,Australia,New South Wales,NSW,28,Sydney,AU-NSW,Fishing License,2024,en
1/28/2024,-33.8688,151.2093,Australia,New South Wales,NSW,17,Sydney,AU-NSW,Fishing License,2024,en
2/4/2024,-33.8688,151.2093,Australia,New South Wales,NSW,10,Sydney,AU-NSW,Fishing License,2024,en
2/11/2024,-33.8688,151.2093,Australia,New South Wales,NSW,11,Sydney,AU-NSW,Fishing License,2024,en
2/18/2024,-33.8688,151.2093,Australia,New South Wales,NSW,12,Sydney,AU-NSW,Fishing License,2024,en
2/25/2024,-33.8688,151.2093,Australia,New South Wales,NSW,9,Sydney,AU-NSW,Fishing License,2024,en
3/3/2024,-33.8688,151.2093,Australia,New South Wales,NSW,16,Sydney,AU-NSW,Fishing License,2024,en
3/10/2024,-33.8688,151.2093,Australia,New South Wales,NSW,18,Sydney,AU-NSW,Fishing License,2024,en
3/17/2024,-33.8688,151.2093,Australia,New South Wales,NSW,9,Sydney,AU-NSW,Fishing License,2024,en
3/24/2024,-33.8688,151.2093,Australia,New South Wales,NSW,24,Sydney,AU-NSW,Fishing License,2024,en
3/31/2024,-33.8688,151.2093,Australia,New South Wales,NSW,11,Sydney,AU-NSW,Fishing License,2024,en
4/7/2024,-33.8688,151.2093,Australia,New South Wales,NSW,13,Sydney,AU-NSW,Fishing License,2024,en
4/14/2024,-33.8688,151.2093,Australia,New South Wales,NSW,13,Sydney,AU-NSW,Fishing License,2024,en
4/21/2024,-33.8688,151.2093,Australia,New South Wales,NSW,12,Sydney,AU-NSW,Fishing License,2024,en
4/28/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing License,2024,en
5/5/2024,-33.8688,151.2093,Australia,New South Wales,NSW,8,Sydney,AU-NSW,Fishing License,2024,en
5/12/2024,-33.8688,151.2093,Australia,New South Wales,NSW,7,Sydney,AU-NSW,Fishing License,2024,en
5/19/2024,-33.8688,151.2093,Australia,New South Wales,NSW,13,Sydney,AU-NSW,Fishing License,2024,en
5/26/2024,-33.8688,151.2093,Australia,New South Wales,NSW,6,Sydney,AU-NSW,Fishing License,2024,en
6/2/2024,-33.8688,151.2093,Australia,New South Wales,NSW,7,Sydney,AU-NSW,Fishing License,2024,en
6/9/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing License,2024,en
6/16/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing License,2024,en
6/23/2024,-33.8688,151.2093,Australia,New South Wales,NSW,8,Sydney,AU-NSW,Fishing License,2024,en
6/30/2024,-33.8688,151.2093,Australia,New South Wales,NSW,9,Sydney,AU-NSW,Fishing License,2024,en
7/7/2024,-33.8688,151.2093,Australia,New South Wales,NSW,12,Sydney,AU-NSW,Fishing License,2024,en
7/14/2024,-33.8688,151.2093,Australia,New South Wales,NSW,9,Sydney,AU-NSW,Fishing License,2024,en
7/21/2024,-33.8688,151.2093,Australia,New South Wales,NSW,7,Sydney,AU-NSW,Fishing License,2024,en
7/28/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing License,2024,en
8/4/2024,-33.8688,151.2093,Australia,New South Wales,NSW,8,Sydney,AU-NSW,Fishing License,2024,en
8/11/2024,-33.8688,151.2093,Australia,New South Wales,NSW,10,Sydney,AU-NSW,Fishing License,2024,en
8/18/2024,-33.8688,151.2093,Australia,New South Wales,NSW,11,Sydney,AU-NSW,Fishing License,2024,en
8/25/2024,-33.8688,151.2093,Australia,New South Wales,NSW,9,Sydney,AU-NSW,Fishing License,2024,en
9/1/2024,-33.8688,151.2093,Australia,New South Wales,NSW,12,Sydney,AU-NSW,Fishing License,2024,en
9/8/2024,-33.8688,151.2093,Australia,New South Wales,NSW,7,Sydney,AU-NSW,Fishing License,2024,en
9/15/2024,-33.8688,151.2093,Australia,New South Wales,NSW,12,Sydney,AU-NSW,Fishing License,2024,en
9/22/2024,-33.8688,151.2093,Australia,New South Wales,NSW,9,Sydney,AU-NSW,Fishing License,2024,en
9/29/2024,-33.8688,151.2093,Australia,New South Wales,NSW,21,Sydney,AU-NSW,Fishing License,2024,en
10/6/2024,-33.8688,151.2093,Australia,New South Wales,NSW,20,Sydney,AU-NSW,Fishing License,2024,en
10/13/2024,-33.8688,151.2093,Australia,New South Wales,NSW,11,Sydney,AU-NSW,Fishing License,2024,en
10/20/2024,-33.8688,151.2093,Australia,New South Wales,NSW,14,Sydney,AU-NSW,Fishing License,2024,en
10/27/2024,-33.8688,151.2093,Australia,New South Wales,NSW,13,Sydney,AU-NSW,Fishing License,2024,en
11/3/2024,-33.8688,151.2093,Australia,New South Wales,NSW,12,Sydney,AU-NSW,Fishing License,2024,en
11/10/2024,-33.8688,151.2093,Australia,New South Wales,NSW,13,Sydney,AU-NSW,Fishing License,2024,en
11/17/2024,-33.8688,151.2093,Australia,New South Wales,NSW,11,Sydney,AU-NSW,Fishing License,2024,en
11/24/2024,-33.8688,151.2093,Australia,New South Wales,NSW,18,Sydney,AU-NSW,Fishing License,2024,en
12/1/2024,-33.8688,151.2093,Australia,New South Wales,NSW,12,Sydney,AU-NSW,Fishing License,2024,en
12/8/2024,-33.8688,151.2093,Australia,New South Wales,NSW,19,Sydney,AU-NSW,Fishing License,2024,en
12/15/2024,-33.8688,151.2093,Australia,New South Wales,NSW,20,Sydney,AU-NSW,Fishing License,2024,en
12/22/2024,-33.8688,151.2093,Australia,New South Wales,NSW,88,Sydney,AU-NSW,Fishing License,2024,en
12/29/2024,-33.8688,151.2093,Australia,New South Wales,NSW,100,Sydney,AU-NSW,Fishing License,2024,en
1/7/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
1/14/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
1/21/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
1/28/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
2/4/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
2/11/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
2/18/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
2/25/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
3/3/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
3/10/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
3/17/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
3/24/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
3/31/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
4/7/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
4/14/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
4/21/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
4/28/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
5/5/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
5/12/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
5/19/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
5/26/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
6/2/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
6/9/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
6/16/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
6/23/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
6/30/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
7/7/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
7/14/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
7/21/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
7/28/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
8/4/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
8/11/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
8/18/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
8/25/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
9/1/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
9/8/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
9/15/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
9/22/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
9/29/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
10/6/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
10/13/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
10/20/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
10/27/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
11/3/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
11/10/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
11/17/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
11/24/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
12/1/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
12/8/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
12/15/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
12/22/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
12/29/2024,-33.8688,151.2093,Australia,New South Wales,NSW,0,Sydney,AU-NSW,Fishing nets,2024,en
12/31/2023,-33.8688,151.2093,Australia,New South Wales,NSW,73,Sydney,AU-NSW,Fishing Rod,2024,en
1/7/2024,-33.8688,151.2093,Australia,New South Wales,NSW,65,Sydney,AU-NSW,Fishing Rod,2024,en
1/14/2024,-33.8688,151.2093,Australia,New South Wales,NSW,49,Sydney,AU-NSW,Fishing Rod,2024,en
1/21/2024,-33.8688,151.2093,Australia,New South Wales,NSW,60,Sydney,AU-NSW,Fishing Rod,2024,en
1/28/2024,-33.8688,151.2093,Australia,New South Wales,NSW,54,Sydney,AU-NSW,Fishing Rod,2024,en
2/4/2024,-33.8688,151.2093,Australia,New South Wales,NSW,48,Sydney,AU-NSW,Fishing Rod,2024,en
2/11/2024,-33.8688,151.2093,Australia,New South Wales,NSW,47,Sydney,AU-NSW,Fishing Rod,2024,en
2/18/2024,-33.8688,151.2093,Australia,New South Wales,NSW,46,Sydney,AU-NSW,Fishing Rod,2024,en
2/25/2024,-33.8688,151.2093,Australia,New South Wales,NSW,30,Sydney,AU-NSW,Fishing Rod,2024,en
3/3/2024,-33.8688,151.2093,Australia,New South Wales,NSW,41,Sydney,AU-NSW,Fishing Rod,2024,en
3/10/2024,-33.8688,151.2093,Australia,New South Wales,NSW,41,Sydney,AU-NSW,Fishing Rod,2024,en
3/17/2024,-33.8688,151.2093,Australia,New South Wales,NSW,49,Sydney,AU-NSW,Fishing Rod,2024,en
3/24/2024,-33.8688,151.2093,Australia,New South Wales,NSW,54,Sydney,AU-NSW,Fishing Rod,2024,en
3/31/2024,-33.8688,151.2093,Australia,New South Wales,NSW,51,Sydney,AU-NSW,Fishing Rod,2024,en
4/7/2024,-33.8688,151.2093,Australia,New South Wales,NSW,49,Sydney,AU-NSW,Fishing Rod,2024,en
4/14/2024,-33.8688,151.2093,Australia,New South Wales,NSW,49,Sydney,AU-NSW,Fishing Rod,2024,en
4/21/2024,-33.8688,151.2093,Australia,New South Wales,NSW,57,Sydney,AU-NSW,Fishing Rod,2024,en
4/28/2024,-33.8688,151.2093,Australia,New South Wales,NSW,40,Sydney,AU-NSW,Fishing Rod,2024,en
5/5/2024,-33.8688,151.2093,Australia,New South Wales,NSW,39,Sydney,AU-NSW,Fishing Rod,2024,en
5/12/2024,-33.8688,151.2093,Australia,New South Wales,NSW,36,Sydney,AU-NSW,Fishing Rod,2024,en
5/19/2024,-33.8688,151.2093,Australia,New South Wales,NSW,33,Sydney,AU-NSW,Fishing Rod,2024,en
5/26/2024,-33.8688,151.2093,Australia,New South Wales,NSW,35,Sydney,AU-NSW,Fishing Rod,2024,en
6/2/2024,-33.8688,151.2093,Australia,New South Wales,NSW,42,Sydney,AU-NSW,Fishing Rod,2024,en
6/9/2024,-33.8688,151.2093,Australia,New South Wales,NSW,47,Sydney,AU-NSW,Fishing Rod,2024,en
6/16/2024,-33.8688,151.2093,Australia,New South Wales,NSW,38,Sydney,AU-NSW,Fishing Rod,2024,en
6/23/2024,-33.8688,151.2093,Australia,New South Wales,NSW,31,Sydney,AU-NSW,Fishing Rod,2024,en
6/30/2024,-33.8688,151.2093,Australia,New South Wales,NSW,38,Sydney,AU-NSW,Fishing Rod,2024,en
7/7/2024,-33.8688,151.2093,Australia,New South Wales,NSW,42,Sydney,AU-NSW,Fishing Rod,2024,en
7/14/2024,-33.8688,151.2093,Australia,New South Wales,NSW,39,Sydney,AU-NSW,Fishing Rod,2024,en
7/21/2024,-33.8688,151.2093,Australia,New South Wales,NSW,35,Sydney,AU-NSW,Fishing Rod,2024,en
7/28/2024,-33.8688,151.2093,Australia,New South Wales,NSW,30,Sydney,AU-NSW,Fishing Rod,2024,en
8/4/2024,-33.8688,151.2093,Australia,New South Wales,NSW,37,Sydney,AU-NSW,Fishing Rod,2024,en
8/11/2024,-33.8688,151.2093,Australia,New South Wales,NSW,39,Sydney,AU-NSW,Fishing Rod,2024,en
8/18/2024,-33.8688,151.2093,Australia,New South Wales,NSW,34,Sydney,AU-NSW,Fishing Rod,2024,en
8/25/2024,-33.8688,151.2093,Australia,New South Wales,NSW,39,Sydney,AU-NSW,Fishing Rod,2024,en
9/1/2024,-33.8688,151.2093,Australia,New South Wales,NSW,39,Sydney,AU-NSW,Fishing Rod,2024,en
9/8/2024,-33.8688,151.2093,Australia,New South Wales,NSW,42,Sydney,AU-NSW,Fishing Rod,2024,en
9/15/2024,-33.8688,151.2093,Australia,New South Wales,NSW,38,Sydney,AU-NSW,Fishing Rod,2024,en
9/22/2024,-33.8688,151.2093,Australia,New South Wales,NSW,40,Sydney,AU-NSW,Fishing Rod,2024,en
9/29/2024,-33.8688,151.2093,Australia,New South Wales,NSW,53,Sydney,AU-NSW,Fishing Rod,2024,en
10/6/2024,-33.8688,151.2093,Australia,New South Wales,NSW,52,Sydney,AU-NSW,Fishing Rod,2024,en
10/13/2024,-33.8688,151.2093,Australia,New South Wales,NSW,47,Sydney,AU-NSW,Fishing Rod,2024,en
10/20/2024,-33.8688,151.2093,Australia,New South Wales,NSW,43,Sydney,AU-NSW,Fishing Rod,2024,en
10/27/2024,-33.8688,151.2093,Australia,New South Wales,NSW,48,Sydney,AU-NSW,Fishing Rod,2024,en
11/3/2024,-33.8688,151.2093,Australia,New South Wales,NSW,45,Sydney,AU-NSW,Fishing Rod,2024,en
11/10/2024,-33.8688,151.2093,Australia,New South Wales,NSW,45,Sydney,AU-NSW,Fishing Rod,2024,en
11/17/2024,-33.8688,151.2093,Australia,New South Wales,NSW,52,Sydney,AU-NSW,Fishing Rod,2024,en
11/24/2024,-33.8688,151.2093,Australia,New South Wales,NSW,71,Sydney,AU-NSW,Fishing Rod,2024,en
12/1/2024,-33.8688,151.2093,Australia,New South Wales,NSW,57,Sydney,AU-NSW,Fishing Rod,2024,en
12/8/2024,-33.8688,151.2093,Australia,New South Wales,NSW,61,Sydney,AU-NSW,Fishing Rod,2024,en
12/15/2024,-33.8688,151.2093,Australia,New South Wales,NSW,72,Sydney,AU-NSW,Fishing Rod,2024,en
12/22/2024,-33.8688,151.2093,Australia,New South Wales,NSW,94,Sydney,AU-NSW,Fishing Rod,2024,en
12/29/2024,-33.8688,151.2093,Australia,New South Wales,NSW,100,Sydney,AU-NSW,Fishing Rod,2024,en
12/31/2023,-33.8688,151.2093,Australia,New South Wales,NSW,72,Sydney,AU-NSW,Fly Fishing,2024,en
1/7/2024,-33.8688,151.2093,Australia,New South Wales,NSW,69,Sydney,AU-NSW,Fly Fishing,2024,en
