date,latitude,longitude,country,Search Count,location,geo_code,search_term,year,language_code
7/7/2024,51.454513,-2.58791,United Kingdom,68,Bristol,GB-ENG,Fishing Rod,2024,en
7/14/2024,51.454513,-2.58791,United Kingdom,92,Bristol,GB-ENG,Fishing Rod,2024,en
7/21/2024,51.454513,-2.58791,United Kingdom,100,Bristol,GB-ENG,Fishing Rod,2024,en
7/28/2024,51.454513,-2.58791,United Kingdom,87,Bristol,GB-ENG,Fishing Rod,2024,en
8/4/2024,51.454513,-2.58791,United Kingdom,95,Bristol,GB-ENG,Fishing Rod,2024,en
8/11/2024,51.454513,-2.58791,United Kingdom,99,Bristol,GB-ENG,Fishing Rod,2024,en
8/18/2024,51.454513,-2.58791,United Kingdom,96,Bristol,GB-ENG,Fishing Rod,2024,en
8/25/2024,51.454513,-2.58791,United Kingdom,90,Bristol,GB-ENG,Fishing Rod,2024,en
9/1/2024,51.454513,-2.58791,United Kingdom,85,Bristol,GB-ENG,Fishing Rod,2024,en
9/8/2024,51.454513,-2.58791,United Kingdom,75,Bristol,GB-ENG,Fishing Rod,2024,en
9/15/2024,51.454513,-2.58791,United Kingdom,69,Bristol,GB-ENG,Fishing Rod,2024,en
9/22/2024,51.454513,-2.58791,United Kingdom,67,Bristol,GB-ENG,Fishing Rod,2024,en
9/29/2024,51.454513,-2.58791,United Kingdom,66,Bristol,GB-ENG,Fishing Rod,2024,en
10/6/2024,51.454513,-2.58791,United Kingdom,71,Bristol,GB-ENG,Fishing Rod,2024,en
10/13/2024,51.454513,-2.58791,United Kingdom,60,Bristol,GB-ENG,Fishing Rod,2024,en
10/20/2024,51.454513,-2.58791,United Kingdom,63,Bristol,GB-ENG,Fishing Rod,2024,en
10/27/2024,51.454513,-2.58791,United Kingdom,63,Bristol,GB-ENG,Fishing Rod,2024,en
11/3/2024,51.454513,-2.58791,United Kingdom,59,Bristol,GB-ENG,Fishing Rod,2024,en
11/10/2024,51.454513,-2.58791,United Kingdom,56,Bristol,GB-ENG,Fishing Rod,2024,en
11/17/2024,51.454513,-2.58791,United Kingdom,52,Bristol,GB-ENG,Fishing Rod,2024,en
11/24/2024,51.454513,-2.58791,United Kingdom,61,Bristol,GB-ENG,Fishing Rod,2024,en
12/1/2024,51.454513,-2.58791,United Kingdom,56,Bristol,GB-ENG,Fishing Rod,2024,en
12/8/2024,51.454513,-2.58791,United Kingdom,53,Bristol,GB-ENG,Fishing Rod,2024,en
12/15/2024,51.454513,-2.58791,United Kingdom,53,Bristol,GB-ENG,Fishing Rod,2024,en
12/22/2024,51.454513,-2.58791,United Kingdom,60,Bristol,GB-ENG,Fishing Rod,2024,en
12/29/2024,51.454513,-2.58791,United Kingdom,66,Bristol,GB-ENG,Fishing Rod,2024,en
12/31/2023,51.454513,-2.58791,United Kingdom,66,Bristol,GB-ENG,Fly Fishing,2024,en
1/7/2024,51.454513,-2.58791,United Kingdom,54,Bristol,GB-ENG,Fly Fishing,2024,en
1/14/2024,51.454513,-2.58791,United Kingdom,55,Bristol,GB-ENG,Fly Fishing,2024,en
1/21/2024,51.454513,-2.58791,United Kingdom,57,Bristol,GB-ENG,Fly Fishing,2024,en
1/28/2024,51.454513,-2.58791,United Kingdom,62,Bristol,GB-ENG,Fly Fishing,2024,en
2/4/2024,51.454513,-2.58791,United Kingdom,59,Bristol,GB-ENG,Fly Fishing,2024,en
2/11/2024,51.454513,-2.58791,United Kingdom,63,Bristol,GB-ENG,Fly Fishing,2024,en
2/18/2024,51.454513,-2.58791,United Kingdom,65,Bristol,GB-ENG,Fly Fishing,2024,en
2/25/2024,51.454513,-2.58791,United Kingdom,68,Bristol,GB-ENG,Fly Fishing,2024,en
3/3/2024,51.454513,-2.58791,United Kingdom,70,Bristol,GB-ENG,Fly Fishing,2024,en
3/10/2024,51.454513,-2.58791,United Kingdom,81,Bristol,GB-ENG,Fly Fishing,2024,en
3/17/2024,51.454513,-2.58791,United Kingdom,87,Bristol,GB-ENG,Fly Fishing,2024,en
3/24/2024,51.454513,-2.58791,United Kingdom,90,Bristol,GB-ENG,Fly Fishing,2024,en
3/31/2024,51.454513,-2.58791,United Kingdom,88,Bristol,GB-ENG,Fly Fishing,2024,en
4/7/2024,51.454513,-2.58791,United Kingdom,82,Bristol,GB-ENG,Fly Fishing,2024,en
4/14/2024,51.454513,-2.58791,United Kingdom,80,Bristol,GB-ENG,Fly Fishing,2024,en
4/21/2024,51.454513,-2.58791,United Kingdom,85,Bristol,GB-ENG,Fly Fishing,2024,en
4/28/2024,51.454513,-2.58791,United Kingdom,87,Bristol,GB-ENG,Fly Fishing,2024,en
5/5/2024,51.454513,-2.58791,United Kingdom,89,Bristol,GB-ENG,Fly Fishing,2024,en
5/12/2024,51.454513,-2.58791,United Kingdom,81,Bristol,GB-ENG,Fly Fishing,2024,en
5/19/2024,51.454513,-2.58791,United Kingdom,85,Bristol,GB-ENG,Fly Fishing,2024,en
5/26/2024,51.454513,-2.58791,United Kingdom,100,Bristol,GB-ENG,Fly Fishing,2024,en
6/2/2024,51.454513,-2.58791,United Kingdom,81,Bristol,GB-ENG,Fly Fishing,2024,en
6/9/2024,51.454513,-2.58791,United Kingdom,82,Bristol,GB-ENG,Fly Fishing,2024,en
6/16/2024,51.454513,-2.58791,United Kingdom,81,Bristol,GB-ENG,Fly Fishing,2024,en
6/23/2024,51.454513,-2.58791,United Kingdom,79,Bristol,GB-ENG,Fly Fishing,2024,en
6/30/2024,51.454513,-2.58791,United Kingdom,78,Bristol,GB-ENG,Fly Fishing,2024,en
7/7/2024,51.454513,-2.58791,United Kingdom,67,Bristol,GB-ENG,Fly Fishing,2024,en
7/14/2024,51.454513,-2.58791,United Kingdom,73,Bristol,GB-ENG,Fly Fishing,2024,en
7/21/2024,51.454513,-2.58791,United Kingdom,84,Bristol,GB-ENG,Fly Fishing,2024,en
7/28/2024,51.454513,-2.58791,United Kingdom,82,Bristol,GB-ENG,Fly Fishing,2024,en
8/4/2024,51.454513,-2.58791,United Kingdom,69,Bristol,GB-ENG,Fly Fishing,2024,en
8/11/2024,51.454513,-2.58791,United Kingdom,82,Bristol,GB-ENG,Fly Fishing,2024,en
8/18/2024,51.454513,-2.58791,United Kingdom,77,Bristol,GB-ENG,Fly Fishing,2024,en
8/25/2024,51.454513,-2.58791,United Kingdom,90,Bristol,GB-ENG,Fly Fishing,2024,en
9/1/2024,51.454513,-2.58791,United Kingdom,92,Bristol,GB-ENG,Fly Fishing,2024,en
9/8/2024,51.454513,-2.58791,United Kingdom,74,Bristol,GB-ENG,Fly Fishing,2024,en
9/15/2024,51.454513,-2.58791,United Kingdom,79,Bristol,GB-ENG,Fly Fishing,2024,en
9/22/2024,51.454513,-2.58791,United Kingdom,63,Bristol,GB-ENG,Fly Fishing,2024,en
9/29/2024,51.454513,-2.58791,United Kingdom,76,Bristol,GB-ENG,Fly Fishing,2024,en
10/6/2024,51.454513,-2.58791,United Kingdom,78,Bristol,GB-ENG,Fly Fishing,2024,en
10/13/2024,51.454513,-2.58791,United Kingdom,62,Bristol,GB-ENG,Fly Fishing,2024,en
10/20/2024,51.454513,-2.58791,United Kingdom,68,Bristol,GB-ENG,Fly Fishing,2024,en
10/27/2024,51.454513,-2.58791,United Kingdom,66,Bristol,GB-ENG,Fly Fishing,2024,en
11/3/2024,51.454513,-2.58791,United Kingdom,62,Bristol,GB-ENG,Fly Fishing,2024,en
11/10/2024,51.454513,-2.58791,United Kingdom,60,Bristol,GB-ENG,Fly Fishing,2024,en
11/17/2024,51.454513,-2.58791,United Kingdom,58,Bristol,GB-ENG,Fly Fishing,2024,en
11/24/2024,51.454513,-2.58791,United Kingdom,63,Bristol,GB-ENG,Fly Fishing,2024,en
12/1/2024,51.454513,-2.58791,United Kingdom,67,Bristol,GB-ENG,Fly Fishing,2024,en
12/8/2024,51.454513,-2.58791,United Kingdom,55,Bristol,GB-ENG,Fly Fishing,2024,en
12/15/2024,51.454513,-2.58791,United Kingdom,59,Bristol,GB-ENG,Fly Fishing,2024,en
12/22/2024,51.454513,-2.58791,United Kingdom,54,Bristol,GB-ENG,Fly Fishing,2024,en
12/29/2024,51.454513,-2.58791,United Kingdom,71,Bristol,GB-ENG,Fly Fishing,2024,en
12/31/2023,51.454513,-2.58791,United Kingdom,25,Bristol,GB-ENG,Trout Fishing,2024,en
1/7/2024,51.454513,-2.58791,United Kingdom,21,Bristol,GB-ENG,Trout Fishing,2024,en
1/14/2024,51.454513,-2.58791,United Kingdom,30,Bristol,GB-ENG,Trout Fishing,2024,en
1/21/2024,51.454513,-2.58791,United Kingdom,22,Bristol,GB-ENG,Trout Fishing,2024,en
1/28/2024,51.454513,-2.58791,United Kingdom,21,Bristol,GB-ENG,Trout Fishing,2024,en
2/4/2024,51.454513,-2.58791,United Kingdom,21,Bristol,GB-ENG,Trout Fishing,2024,en
2/11/2024,51.454513,-2.58791,United Kingdom,25,Bristol,GB-ENG,Trout Fishing,2024,en
2/18/2024,51.454513,-2.58791,United Kingdom,20,Bristol,GB-ENG,Trout Fishing,2024,en
2/25/2024,51.454513,-2.58791,United Kingdom,23,Bristol,GB-ENG,Trout Fishing,2024,en
3/3/2024,51.454513,-2.58791,United Kingdom,23,Bristol,GB-ENG,Trout Fishing,2024,en
3/10/2024,51.454513,-2.58791,United Kingdom,28,Bristol,GB-ENG,Trout Fishing,2024,en
3/17/2024,51.454513,-2.58791,United Kingdom,32,Bristol,GB-ENG,Trout Fishing,2024,en
3/24/2024,51.454513,-2.58791,United Kingdom,34,Bristol,GB-ENG,Trout Fishing,2024,en
3/31/2024,51.454513,-2.58791,United Kingdom,40,Bristol,GB-ENG,Trout Fishing,2024,en
4/7/2024,51.454513,-2.58791,United Kingdom,31,Bristol,GB-ENG,Trout Fishing,2024,en
4/14/2024,51.454513,-2.58791,United Kingdom,34,Bristol,GB-ENG,Trout Fishing,2024,en
4/21/2024,51.454513,-2.58791,United Kingdom,33,Bristol,GB-ENG,Trout Fishing,2024,en
4/28/2024,51.454513,-2.58791,United Kingdom,34,Bristol,GB-ENG,Trout Fishing,2024,en
5/5/2024,51.454513,-2.58791,United Kingdom,36,Bristol,GB-ENG,Trout Fishing,2024,en
5/12/2024,51.454513,-2.58791,United Kingdom,34,Bristol,GB-ENG,Trout Fishing,2024,en
5/19/2024,51.454513,-2.58791,United Kingdom,31,Bristol,GB-ENG,Trout Fishing,2024,en
5/26/2024,51.454513,-2.58791,United Kingdom,45,Bristol,GB-ENG,Trout Fishing,2024,en
6/2/2024,51.454513,-2.58791,United Kingdom,36,Bristol,GB-ENG,Trout Fishing,2024,en
6/9/2024,51.454513,-2.58791,United Kingdom,36,Bristol,GB-ENG,Trout Fishing,2024,en
6/16/2024,51.454513,-2.58791,United Kingdom,33,Bristol,GB-ENG,Trout Fishing,2024,en
6/23/2024,51.454513,-2.58791,United Kingdom,29,Bristol,GB-ENG,Trout Fishing,2024,en
6/30/2024,51.454513,-2.58791,United Kingdom,31,Bristol,GB-ENG,Trout Fishing,2024,en
7/7/2024,51.454513,-2.58791,United Kingdom,31,Bristol,GB-ENG,Trout Fishing,2024,en
7/14/2024,51.454513,-2.58791,United Kingdom,39,Bristol,GB-ENG,Trout Fishing,2024,en
7/21/2024,51.454513,-2.58791,United Kingdom,37,Bristol,GB-ENG,Trout Fishing,2024,en
7/28/2024,51.454513,-2.58791,United Kingdom,35,Bristol,GB-ENG,Trout Fishing,2024,en
8/4/2024,51.454513,-2.58791,United Kingdom,35,Bristol,GB-ENG,Trout Fishing,2024,en
8/11/2024,51.454513,-2.58791,United Kingdom,37,Bristol,GB-ENG,Trout Fishing,2024,en
8/18/2024,51.454513,-2.58791,United Kingdom,37,Bristol,GB-ENG,Trout Fishing,2024,en
8/25/2024,51.454513,-2.58791,United Kingdom,32,Bristol,GB-ENG,Trout Fishing,2024,en
9/1/2024,51.454513,-2.58791,United Kingdom,28,Bristol,GB-ENG,Trout Fishing,2024,en
9/8/2024,51.454513,-2.58791,United Kingdom,30,Bristol,GB-ENG,Trout Fishing,2024,en
9/15/2024,51.454513,-2.58791,United Kingdom,34,Bristol,GB-ENG,Trout Fishing,2024,en
9/22/2024,51.454513,-2.58791,United Kingdom,22,Bristol,GB-ENG,Trout Fishing,2024,en
9/29/2024,51.454513,-2.58791,United Kingdom,23,Bristol,GB-ENG,Trout Fishing,2024,en
10/6/2024,51.454513,-2.58791,United Kingdom,27,Bristol,GB-ENG,Trout Fishing,2024,en
10/13/2024,51.454513,-2.58791,United Kingdom,22,Bristol,GB-ENG,Trout Fishing,2024,en
10/20/2024,51.454513,-2.58791,United Kingdom,20,Bristol,GB-ENG,Trout Fishing,2024,en
10/27/2024,51.454513,-2.58791,United Kingdom,25,Bristol,GB-ENG,Trout Fishing,2024,en
11/3/2024,51.454513,-2.58791,United Kingdom,18,Bristol,GB-ENG,Trout Fishing,2024,en
11/10/2024,51.454513,-2.58791,United Kingdom,19,Bristol,GB-ENG,Trout Fishing,2024,en
11/17/2024,51.454513,-2.58791,United Kingdom,16,Bristol,GB-ENG,Trout Fishing,2024,en
11/24/2024,51.454513,-2.58791,United Kingdom,11,Bristol,GB-ENG,Trout Fishing,2024,en
12/1/2024,51.454513,-2.58791,United Kingdom,15,Bristol,GB-ENG,Trout Fishing,2024,en
12/8/2024,51.454513,-2.58791,United Kingdom,16,Bristol,GB-ENG,Trout Fishing,2024,en
12/15/2024,51.454513,-2.58791,United Kingdom,22,Bristol,GB-ENG,Trout Fishing,2024,en
12/22/2024,51.454513,-2.58791,United Kingdom,25,Bristol,GB-ENG,Trout Fishing,2024,en
12/29/2024,51.454513,-2.58791,United Kingdom,23,Bristol,GB-ENG,Trout Fishing,2024,en
12/31/2023,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
1/7/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
1/14/2024,51.454513,-2.58791,United Kingdom,1,Bristol,GB-ENG,Where to fish,2024,en
1/21/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
1/28/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
2/4/2024,51.454513,-2.58791,United Kingdom,1,Bristol,GB-ENG,Where to fish,2024,en
2/11/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
2/18/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
2/25/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
3/3/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
3/10/2024,51.454513,-2.58791,United Kingdom,1,Bristol,GB-ENG,Where to fish,2024,en
3/17/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
3/24/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
3/31/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
4/7/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
4/14/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
4/21/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
4/28/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
5/5/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
5/12/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
5/19/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
5/26/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
6/2/2024,51.454513,-2.58791,United Kingdom,1,Bristol,GB-ENG,Where to fish,2024,en
6/9/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
6/16/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
6/23/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
6/30/2024,51.454513,-2.58791,United Kingdom,1,Bristol,GB-ENG,Where to fish,2024,en
7/7/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
7/14/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
7/21/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
7/28/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
8/4/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
8/11/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
8/18/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
8/25/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
9/1/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
9/8/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
9/15/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
9/22/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
9/29/2024,51.454513,-2.58791,United Kingdom,1,Bristol,GB-ENG,Where to fish,2024,en
10/6/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
10/13/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
10/20/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
10/27/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
11/3/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
11/10/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
11/17/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
11/24/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
12/1/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
12/8/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
12/15/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
12/22/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
12/29/2024,51.454513,-2.58791,United Kingdom,2,Bristol,GB-ENG,Where to fish,2024,en
12/31/2023,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
1/7/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
1/14/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
1/21/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
1/28/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
2/4/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
2/11/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
2/18/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
2/25/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
3/3/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
3/10/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
3/17/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
3/24/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
3/31/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
4/7/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
4/14/2024,51.481583,-3.17909,United Kingdom,38,Cardiff,GB-WLS,Bass Fishing,2024,en
4/21/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
4/28/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
5/5/2024,51.481583,-3.17909,United Kingdom,46,Cardiff,GB-WLS,Bass Fishing,2024,en
5/12/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
5/19/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
5/26/2024,51.481583,-3.17909,United Kingdom,56,Cardiff,GB-WLS,Bass Fishing,2024,en
6/2/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
6/9/2024,51.481583,-3.17909,United Kingdom,54,Cardiff,GB-WLS,Bass Fishing,2024,en
6/16/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
6/23/2024,51.481583,-3.17909,United Kingdom,46,Cardiff,GB-WLS,Bass Fishing,2024,en
6/30/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
7/7/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
7/14/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
7/21/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
7/28/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
8/4/2024,51.481583,-3.17909,United Kingdom,49,Cardiff,GB-WLS,Bass Fishing,2024,en
8/11/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
8/18/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
8/25/2024,51.481583,-3.17909,United Kingdom,38,Cardiff,GB-WLS,Bass Fishing,2024,en
9/1/2024,51.481583,-3.17909,United Kingdom,45,Cardiff,GB-WLS,Bass Fishing,2024,en
9/8/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
9/15/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
9/22/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
9/29/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
10/6/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
10/13/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
10/20/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
10/27/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
11/3/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
11/10/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
11/17/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
11/24/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
12/1/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
12/8/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
12/15/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
12/22/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
12/29/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Bass Fishing,2024,en
12/31/2023,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Cleaning Fish,2024,en
1/7/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Cleaning Fish,2024,en
1/14/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Cleaning Fish,2024,en
1/21/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Cleaning Fish,2024,en
1/28/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Cleaning Fish,2024,en
2/4/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Cleaning Fish,2024,en
2/11/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Cleaning Fish,2024,en
2/18/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Cleaning Fish,2024,en
2/25/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Cleaning Fish,2024,en
3/3/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Cleaning Fish,2024,en
3/10/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Cleaning Fish,2024,en
3/17/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Cleaning Fish,2024,en
3/24/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Cleaning Fish,2024,en
3/31/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Cleaning Fish,2024,en
4/7/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Cleaning Fish,2024,en
4/14/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Cleaning Fish,2024,en
4/21/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Cleaning Fish,2024,en
4/28/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Cleaning Fish,2024,en
5/5/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Cleaning Fish,2024,en
5/12/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Cleaning Fish,2024,en
5/19/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Cleaning Fish,2024,en
5/26/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Cleaning Fish,2024,en
6/2/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Cleaning Fish,2024,en
6/9/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Cleaning Fish,2024,en
6/16/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Cleaning Fish,2024,en
6/23/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Cleaning Fish,2024,en
6/30/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Cleaning Fish,2024,en
7/7/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Cleaning Fish,2024,en
7/14/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Cleaning Fish,2024,en
7/21/2024,51.481583,-3.17909,United Kingdom,0,Cardiff,GB-WLS,Cleaning Fish,2024,en
