date,latitude,longitude,country,state,state_code,Search Count,location,geo_code,search_term,year,language_code
9/1/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Bass Fishing,2024,en
9/8/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Bass Fishing,2024,en
9/15/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Bass Fishing,2024,en
9/22/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Bass Fishing,2024,en
9/29/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Bass Fishing,2024,en
10/6/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Bass Fishing,2024,en
10/13/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Bass Fishing,2024,en
10/20/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Bass Fishing,2024,en
10/27/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Bass Fishing,2024,en
11/3/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Bass Fishing,2024,en
11/10/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Bass Fishing,2024,en
11/17/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Bass Fishing,2024,en
11/24/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Bass Fishing,2024,en
12/1/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Bass Fishing,2024,en
12/8/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Bass Fishing,2024,en
12/15/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Bass Fishing,2024,en
12/22/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Bass Fishing,2024,en
12/29/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Bass Fishing,2024,en
1/7/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
1/14/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
1/21/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
1/28/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
2/4/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
2/11/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
2/18/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
2/25/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
3/3/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
3/10/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
3/17/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
3/24/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
3/31/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
4/7/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
4/14/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
4/21/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
4/28/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
5/5/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
5/12/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
5/19/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
5/26/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
6/2/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
6/9/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
6/16/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
6/23/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
6/30/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
7/7/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
7/14/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
7/21/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
7/28/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
8/4/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
8/11/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
8/18/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
8/25/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
9/1/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
9/8/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
9/15/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
9/22/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
9/29/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
10/6/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
10/13/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
10/20/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
10/27/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
11/3/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
11/10/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
11/17/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
11/24/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
12/1/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
12/8/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
12/15/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
12/22/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
12/29/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cleaning Fish,2024,en
12/31/2023,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
1/7/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
1/14/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
1/21/2024,9.0579,7.4951,Nigeria,FCT,FC,76,Abuja,NG,Cooking Fish,2024,en
1/28/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
2/4/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
2/11/2024,9.0579,7.4951,Nigeria,FCT,FC,87,Abuja,NG,Cooking Fish,2024,en
2/18/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
2/25/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
3/3/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
3/10/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
3/17/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
3/24/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
3/31/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
4/7/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
4/14/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
4/21/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
4/28/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
5/5/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
5/12/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
5/19/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
5/26/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
6/2/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
6/9/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
6/16/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
6/23/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
6/30/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
7/7/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
7/14/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
7/21/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
7/28/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
8/4/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
8/11/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
8/18/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
8/25/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
9/1/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
9/8/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
9/15/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
9/22/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
9/29/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
10/6/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
10/13/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
10/20/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
10/27/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
11/3/2024,9.0579,7.4951,Nigeria,FCT,FC,100,Abuja,NG,Cooking Fish,2024,en
11/10/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
11/17/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
11/24/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
12/1/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
12/8/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
12/15/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
12/22/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
12/29/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Cooking Fish,2024,en
12/31/2023,9.0579,7.4951,Nigeria,FCT,FC,39,Abuja,NG,Fishing,2024,en
1/7/2024,9.0579,7.4951,Nigeria,FCT,FC,49,Abuja,NG,Fishing,2024,en
1/14/2024,9.0579,7.4951,Nigeria,FCT,FC,52,Abuja,NG,Fishing,2024,en
1/21/2024,9.0579,7.4951,Nigeria,FCT,FC,57,Abuja,NG,Fishing,2024,en
1/28/2024,9.0579,7.4951,Nigeria,FCT,FC,65,Abuja,NG,Fishing,2024,en
2/4/2024,9.0579,7.4951,Nigeria,FCT,FC,64,Abuja,NG,Fishing,2024,en
2/11/2024,9.0579,7.4951,Nigeria,FCT,FC,51,Abuja,NG,Fishing,2024,en
2/18/2024,9.0579,7.4951,Nigeria,FCT,FC,66,Abuja,NG,Fishing,2024,en
2/25/2024,9.0579,7.4951,Nigeria,FCT,FC,62,Abuja,NG,Fishing,2024,en
3/3/2024,9.0579,7.4951,Nigeria,FCT,FC,63,Abuja,NG,Fishing,2024,en
3/10/2024,9.0579,7.4951,Nigeria,FCT,FC,61,Abuja,NG,Fishing,2024,en
3/17/2024,9.0579,7.4951,Nigeria,FCT,FC,59,Abuja,NG,Fishing,2024,en
3/24/2024,9.0579,7.4951,Nigeria,FCT,FC,66,Abuja,NG,Fishing,2024,en
3/31/2024,9.0579,7.4951,Nigeria,FCT,FC,41,Abuja,NG,Fishing,2024,en
4/7/2024,9.0579,7.4951,Nigeria,FCT,FC,52,Abuja,NG,Fishing,2024,en
4/14/2024,9.0579,7.4951,Nigeria,FCT,FC,45,Abuja,NG,Fishing,2024,en
4/21/2024,9.0579,7.4951,Nigeria,FCT,FC,57,Abuja,NG,Fishing,2024,en
4/28/2024,9.0579,7.4951,Nigeria,FCT,FC,84,Abuja,NG,Fishing,2024,en
5/5/2024,9.0579,7.4951,Nigeria,FCT,FC,100,Abuja,NG,Fishing,2024,en
5/12/2024,9.0579,7.4951,Nigeria,FCT,FC,84,Abuja,NG,Fishing,2024,en
5/19/2024,9.0579,7.4951,Nigeria,FCT,FC,81,Abuja,NG,Fishing,2024,en
5/26/2024,9.0579,7.4951,Nigeria,FCT,FC,81,Abuja,NG,Fishing,2024,en
6/2/2024,9.0579,7.4951,Nigeria,FCT,FC,69,Abuja,NG,Fishing,2024,en
6/9/2024,9.0579,7.4951,Nigeria,FCT,FC,77,Abuja,NG,Fishing,2024,en
6/16/2024,9.0579,7.4951,Nigeria,FCT,FC,72,Abuja,NG,Fishing,2024,en
6/23/2024,9.0579,7.4951,Nigeria,FCT,FC,81,Abuja,NG,Fishing,2024,en
6/30/2024,9.0579,7.4951,Nigeria,FCT,FC,70,Abuja,NG,Fishing,2024,en
7/7/2024,9.0579,7.4951,Nigeria,FCT,FC,58,Abuja,NG,Fishing,2024,en
7/14/2024,9.0579,7.4951,Nigeria,FCT,FC,53,Abuja,NG,Fishing,2024,en
7/21/2024,9.0579,7.4951,Nigeria,FCT,FC,53,Abuja,NG,Fishing,2024,en
7/28/2024,9.0579,7.4951,Nigeria,FCT,FC,39,Abuja,NG,Fishing,2024,en
8/4/2024,9.0579,7.4951,Nigeria,FCT,FC,44,Abuja,NG,Fishing,2024,en
8/11/2024,9.0579,7.4951,Nigeria,FCT,FC,38,Abuja,NG,Fishing,2024,en
8/18/2024,9.0579,7.4951,Nigeria,FCT,FC,41,Abuja,NG,Fishing,2024,en
8/25/2024,9.0579,7.4951,Nigeria,FCT,FC,42,Abuja,NG,Fishing,2024,en
9/1/2024,9.0579,7.4951,Nigeria,FCT,FC,37,Abuja,NG,Fishing,2024,en
9/8/2024,9.0579,7.4951,Nigeria,FCT,FC,45,Abuja,NG,Fishing,2024,en
9/15/2024,9.0579,7.4951,Nigeria,FCT,FC,49,Abuja,NG,Fishing,2024,en
9/22/2024,9.0579,7.4951,Nigeria,FCT,FC,55,Abuja,NG,Fishing,2024,en
9/29/2024,9.0579,7.4951,Nigeria,FCT,FC,49,Abuja,NG,Fishing,2024,en
10/6/2024,9.0579,7.4951,Nigeria,FCT,FC,71,Abuja,NG,Fishing,2024,en
10/13/2024,9.0579,7.4951,Nigeria,FCT,FC,77,Abuja,NG,Fishing,2024,en
10/20/2024,9.0579,7.4951,Nigeria,FCT,FC,58,Abuja,NG,Fishing,2024,en
10/27/2024,9.0579,7.4951,Nigeria,FCT,FC,55,Abuja,NG,Fishing,2024,en
11/3/2024,9.0579,7.4951,Nigeria,FCT,FC,65,Abuja,NG,Fishing,2024,en
11/10/2024,9.0579,7.4951,Nigeria,FCT,FC,64,Abuja,NG,Fishing,2024,en
11/17/2024,9.0579,7.4951,Nigeria,FCT,FC,65,Abuja,NG,Fishing,2024,en
11/24/2024,9.0579,7.4951,Nigeria,FCT,FC,75,Abuja,NG,Fishing,2024,en
12/1/2024,9.0579,7.4951,Nigeria,FCT,FC,62,Abuja,NG,Fishing,2024,en
12/8/2024,9.0579,7.4951,Nigeria,FCT,FC,56,Abuja,NG,Fishing,2024,en
12/15/2024,9.0579,7.4951,Nigeria,FCT,FC,50,Abuja,NG,Fishing,2024,en
12/22/2024,9.0579,7.4951,Nigeria,FCT,FC,42,Abuja,NG,Fishing,2024,en
12/29/2024,9.0579,7.4951,Nigeria,FCT,FC,36,Abuja,NG,Fishing,2024,en
12/31/2023,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
1/7/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
1/14/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
1/21/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
1/28/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
2/4/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
2/11/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
2/18/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
2/25/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
3/3/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
3/10/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
3/17/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
3/24/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
3/31/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
4/7/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
4/14/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
4/21/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
4/28/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
5/5/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
5/12/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
5/19/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
5/26/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
6/2/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
6/9/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
6/16/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
6/23/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
6/30/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
7/7/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
7/14/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
7/21/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
7/28/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
8/4/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
8/11/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
8/18/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
8/25/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
9/1/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
9/8/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
9/15/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
9/22/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
9/29/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
10/6/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
10/13/2024,9.0579,7.4951,Nigeria,FCT,FC,100,Abuja,NG,Fishing Bait,2024,en
10/20/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
10/27/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
11/3/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
11/10/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
11/17/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
11/24/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
12/1/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
12/8/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
12/15/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
12/22/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
12/29/2024,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Bait,2024,en
12/31/2023,9.0579,7.4951,Nigeria,FCT,FC,0,Abuja,NG,Fishing Boat,2024,en
